GeneID	GYAPU	GYAPW	GYAPX	GYAPY	GYAPZ	GYASA	GYOYB	GYOYC	GYASG	GYOYG	GYASN	GYASO
jgi.p|Debsub1|5265	477	265	390	313	385	789	81	73	222	285	389	149
jgi.p|Debsub1|5270	2865	1331	2687	1867	2235	3012	322	266	615	964	2118	998
jgi.p|Debsub1|54589	11120	5818	13355	8328	8296	11520	907	802	1293	2610	7012	4628
jgi.p|Debsub1|548	161	68	49	43	57	95	5	4	2	36	78	10
jgi.p|Debsub1|55500	1046	463	803	601	598	819	27	45	33	274	680	257
jgi.p|Debsub1|55559	1106	526	1388	833	868	1052	150	236	302	490	915	761
jgi.p|Debsub1|55561	5720	2900	6092	4145	4941	7041	499	673	920	3316	5397	3595
jgi.p|Debsub1|55596	6268	3294	6303	4086	5126	5838	379	756	745	2914	5957	2789
jgi.p|Debsub1|55597	190	82	87	59	70	61	11	8	12	37	126	39
jgi.p|Debsub1|55606	4649	2343	6576	3487	3726	4362	2395	2245	4370	1985	4407	4598
jgi.p|Debsub1|55629	1569	717	2180	1095	1372	1465	585	798	1102	812	1557	1545
jgi.p|Debsub1|55641	1586	644	1393	683	1037	1674	292	262	592	929	1205	373
jgi.p|Debsub1|55737	451	222	432	297	373	461	7	27	26	211	374	153
jgi.p|Debsub1|560	903	449	513	393	487	646	27	26	60	243	631	121
jgi.p|Debsub1|56044	1679	824	1885	1062	1156	1590	94	192	264	664	1242	746
jgi.p|Debsub1|56055	590	320	580	380	483	722	18	39	55	241	689	148
jgi.p|Debsub1|56072	130	56	162	113	147	157	12	40	29	73	141	94
jgi.p|Debsub1|56078	688	316	829	456	521	778	139	269	273	395	672	435
jgi.p|Debsub1|56079	724	388	850	475	574	600	142	134	230	267	587	439
jgi.p|Debsub1|56178	39	7	50	22	25	28	1	5	4	17	37	29
jgi.p|Debsub1|56221	1241	620	925	536	736	763	39	66	138	430	761	310
jgi.p|Debsub1|563	4615	2278	3816	2860	2901	4649	78	105	163	403	795	364
jgi.p|Debsub1|565	3782	1955	3396	1894	2210	2754	54	139	117	1050	2224	681
jgi.p|Debsub1|56803	3885	1998	2241	1653	2015	2687	54	53	97	847	2368	560
jgi.p|Debsub1|56804	539	270	657	308	386	460	70	105	140	539	607	700
jgi.p|Debsub1|56823	218	100	135	109	118	154	8	2	21	55	193	51
jgi.p|Debsub1|56838	1742	918	780	631	735	590	35	35	50	390	994	129
jgi.p|Debsub1|56843	1574	713	581	342	457	394	65	65	101	263	584	276
jgi.p|Debsub1|56866	827	369	940	384	590	690	65	124	125	309	547	376
jgi.p|Debsub1|56936	881	440	1132	601	621	910	91	156	181	329	627	407
jgi.p|Debsub1|56960	388	173	204	181	187	228	1	17	21	143	274	55
jgi.p|Debsub1|56964	402	194	389	292	343	446	27	43	53	196	404	194
jgi.p|Debsub1|56976	30250	14564	39516	21608	22356	27782	4302	7962	8152	11091	23181	15416
jgi.p|Debsub1|570	735	314	410	297	346	400	15	16	44	156	411	93
jgi.p|Debsub1|57010	469	260	415	276	346	384	52	48	65	219	483	187
jgi.p|Debsub1|57084	498	259	310	226	235	283	13	6	16	87	262	91
jgi.p|Debsub1|57085	2295	1086	3690	1825	1837	2019	1802	1071	3882	818	2714	2895
jgi.p|Debsub1|57089	279	133	218	117	195	231	20	18	49	91	148	74
jgi.p|Debsub1|57090	705	355	830	665	661	791	259	177	508	252	529	620
jgi.p|Debsub1|57091	2489	1136	2724	958	1201	1415	196	335	443	640	1470	957
jgi.p|Debsub1|57094	1937	930	1303	1121	1204	1233	35	72	69	374	957	400
jgi.p|Debsub1|57096	436	232	337	238	291	326	16	30	47	149	241	106
jgi.p|Debsub1|571	2005	1070	1764	1353	1504	1748	77	68	137	666	1859	746
jgi.p|Debsub1|57100	224	129	291	160	176	227	25	83	70	99	207	151
jgi.p|Debsub1|57118	428	216	347	276	331	428	11	13	19	190	438	101
jgi.p|Debsub1|57134	1096	493	407	307	337	391	26	19	28	133	438	125
jgi.p|Debsub1|57258	2088	969	2234	1316	1390	1596	62	130	82	594	1404	724
jgi.p|Debsub1|57336	708	361	710	407	533	586	6	25	29	346	605	210
jgi.p|Debsub1|57340	178	82	87	83	97	125	11	26	30	58	133	14
jgi.p|Debsub1|57341	703	397	586	443	557	585	81	75	126	216	584	247
jgi.p|Debsub1|57397	709	375	557	486	544	754	35	42	70	206	504	157
jgi.p|Debsub1|57469	4374	2159	4685	2553	3201	4085	247	497	589	2044	3370	1593
jgi.p|Debsub1|57470	2147	1097	1674	1047	1224	1479	55	80	82	614	1390	610
jgi.p|Debsub1|57502	3573	1972	3119	1693	2443	2772	1126	705	1744	1859	4180	2766
jgi.p|Debsub1|57523	1483	777	1104	894	812	988	27	39	65	281	696	186
jgi.p|Debsub1|576	2108	1009	2414	1607	1952	2165	123	233	306	1553	2803	1717
jgi.p|Debsub1|5762	420	189	458	295	289	447	31	38	87	132	286	140
jgi.p|Debsub1|57694	10424	5223	11206	5725	6844	9114	384	1280	992	3764	7504	2093
jgi.p|Debsub1|57696	9046	4151	9915	4772	5944	7508	823	1793	1727	2003	3033	2016
jgi.p|Debsub1|57704	3312	1661	4435	2236	2667	3344	1946	1512	3467	2402	4535	3896
jgi.p|Debsub1|57721	5009	2216	6275	2600	3176	4986	432	1305	1085	2750	3716	1197
jgi.p|Debsub1|5788	976	446	1046	636	633	767	34	62	57	291	652	409
jgi.p|Debsub1|580	278	141	268	241	250	344	15	17	34	121	282	95
jgi.p|Debsub1|58089	1557	802	1944	897	1360	1612	783	529	1878	702	1099	729
jgi.p|Debsub1|58095	547	253	421	319	441	529	72	55	89	245	529	272
jgi.p|Debsub1|58123	882	457	806	483	564	677	47	67	38	272	530	325
jgi.p|Debsub1|58160	1518	693	2024	1389	1328	1767	155	201	269	647	1156	724
jgi.p|Debsub1|58172	2879	1494	2709	2003	2364	3835	152	247	443	1083	2332	877
jgi.p|Debsub1|58178	272	130	176	128	187	349	21	16	53	123	323	79
jgi.p|Debsub1|5818	10521	5201	13954	7212	7935	10059	4683	5831	9441	4993	10240	8714
jgi.p|Debsub1|58214	853	451	587	352	370	614	41	38	66	250	527	89
jgi.p|Debsub1|58216	1796	855	1441	777	945	1424	21	53	76	516	992	294
jgi.p|Debsub1|58240	12792	6144	15106	8113	9490	12892	779	1283	1926	5712	9813	5723
jgi.p|Debsub1|5826	927	469	988	702	779	769	33	88	63	293	731	418
jgi.p|Debsub1|5827	66	35	97	46	49	73	13	13	26	14	42	26
jgi.p|Debsub1|583	354	191	182	180	182	192	8	2	12	56	213	29
jgi.p|Debsub1|5834	234	97	98	71	79	79	2	10	8	65	111	33
jgi.p|Debsub1|5836	749	328	625	340	443	442	24	30	51	306	498	263
jgi.p|Debsub1|58424	4200	2201	3921	2512	3138	4204	220	272	413	1564	3656	1708
jgi.p|Debsub1|58425	1044	563	985	649	708	978	22	62	58	488	1145	422
jgi.p|Debsub1|5843	64459	32879	82001	40196	37993	60818	3272	7473	4757	17712	38956	25503
jgi.p|Debsub1|58434	415	213	379	274	356	453	80	64	137	171	361	252
jgi.p|Debsub1|58435	829	451	403	443	458	548	22	14	31	219	600	143
jgi.p|Debsub1|58452	872	473	1051	781	728	1064	158	314	303	486	957	774
jgi.p|Debsub1|58858	419	180	194	138	155	299	3	17	23	119	228	24
jgi.p|Debsub1|58890	1806	855	1086	715	909	1059	55	52	122	504	1084	367
jgi.p|Debsub1|58892	431	204	207	156	214	215	15	4	21	99	247	104
jgi.p|Debsub1|58893	18	9	19	8	9	11	3	2	6	2	16	17
jgi.p|Debsub1|58904	672	350	815	388	512	691	796	430	1733	439	595	609
jgi.p|Debsub1|58963	648	305	432	253	321	630	16	20	48	210	401	32
jgi.p|Debsub1|58964	518	224	410	215	184	283	13	24	42	121	260	92
jgi.p|Debsub1|58992	576	281	317	242	287	505	16	21	46	180	427	62
jgi.p|Debsub1|59026	4389	2290	5712	3188	3619	4157	222	556	371	1253	2709	1749
jgi.p|Debsub1|59027	3656	1782	3367	2168	2475	3111	146	212	313	1403	2853	977
jgi.p|Debsub1|59029	457	232	486	333	336	420	19	42	55	181	410	184
jgi.p|Debsub1|59030	1064	552	978	881	880	1407	53	51	121	360	922	414
jgi.p|Debsub1|59034	1435	724	800	588	709	966	29	21	63	265	688	144
jgi.p|Debsub1|59035	440	231	293	212	271	227	12	7	13	123	209	53
jgi.p|Debsub1|59037	317	134	155	104	135	216	6	11	6	69	202	42
jgi.p|Debsub1|59038	1308	544	1087	580	705	905	18	33	52	546	832	221
jgi.p|Debsub1|59039	1163	564	968	788	869	1044	38	47	81	388	910	297
jgi.p|Debsub1|59110	4	3	3	3	6	10	0	4	1	2	7	2
jgi.p|Debsub1|59112	1900	974	1855	1179	1628	2141	91	110	178	979	1990	658
jgi.p|Debsub1|59115	1072	598	996	893	908	1019	36	39	60	437	995	422
jgi.p|Debsub1|59126	1244	697	1184	1066	933	1016	40	74	56	433	872	571
jgi.p|Debsub1|59141	835	362	604	316	392	377	21	16	41	235	376	198
jgi.p|Debsub1|59143	1659	773	2231	1466	1313	1650	603	723	1202	929	1563	1946
jgi.p|Debsub1|59157	2599	1278	3474	2205	2296	3032	449	462	747	862	1578	1845
jgi.p|Debsub1|59160	1500	705	1876	1027	1157	1276	131	379	203	844	1134	1138
jgi.p|Debsub1|59186	2366	1199	2211	1810	1834	2323	37	82	78	1067	2234	531
jgi.p|Debsub1|5942	3250	1699	3736	2231	2839	3298	266	357	514	1534	2967	2072
jgi.p|Debsub1|59469	7384	4092	13047	9919	11147	11477	1071	1432	1617	9227	16198	13615
jgi.p|Debsub1|60033	23649	11903	33108	20825	24192	26302	3580	5030	6846	11769	24287	23210
jgi.p|Debsub1|60535	571	340	890	484	527	663	151	124	291	176	449	341
jgi.p|Debsub1|607	9699	4747	14893	6586	7782	8284	13920	8762	25678	5655	9674	16421
jgi.p|Debsub1|60993	626	312	858	339	454	454	470	246	743	428	487	763
jgi.p|Debsub1|61007	788	370	456	269	358	352	33	37	64	291	467	176
jgi.p|Debsub1|61009	176	110	133	137	168	206	6	6	19	78	157	53
jgi.p|Debsub1|61153	2028	1069	1302	1128	1207	1478	66	37	64	453	1420	411
jgi.p|Debsub1|61173	6570	3533	11565	7500	8214	8892	2984	3640	5009	5043	8648	9186
jgi.p|Debsub1|61201	6949	3565	8278	4326	4616	7107	466	774	931	1360	2615	1445
jgi.p|Debsub1|61295	6762	3728	8382	6697	7175	8325	311	476	443	3347	8287	4535
jgi.p|Debsub1|61851	1699	845	1644	1104	1365	1763	65	107	188	763	1529	545
jgi.p|Debsub1|61991	1508	785	1513	1025	1335	1528	121	200	341	885	1737	1141
jgi.p|Debsub1|61998	1600	776	987	866	949	1351	24	30	42	344	1083	207
jgi.p|Debsub1|62133	1661	840	1537	829	1008	1376	32	44	85	512	1070	216
jgi.p|Debsub1|62268	2957	1457	3380	3007	3141	4876	451	672	1035	1871	3532	2490
jgi.p|Debsub1|62339	11028	6110	6569	5726	6194	6357	336	263	802	2378	7357	3803
jgi.p|Debsub1|62393	3811	1841	3714	2621	2751	3930	110	320	234	1516	3020	1210
jgi.p|Debsub1|62411	660	332	674	430	576	633	46	82	118	200	590	289
jgi.p|Debsub1|62838	8978	4988	10844	7386	9076	11018	5432	3524	9710	4883	9391	10450
jgi.p|Debsub1|63151	3334	1725	3725	2402	2876	3604	106	323	205	1626	3027	1157
jgi.p|Debsub1|63162	4511	2200	5161	3184	3349	4620	180	601	369	1460	3171	1359
jgi.p|Debsub1|63169	9	4	11	9	7	8	2	2	5	12	11	7
jgi.p|Debsub1|63177	200	120	227	154	150	225	0	18	8	57	158	25
jgi.p|Debsub1|63189	1397	699	1472	889	1127	1408	70	121	161	939	1904	989
jgi.p|Debsub1|63193	20599	10278	28367	15275	17737	20337	8004	6966	14363	10006	19911	23725
jgi.p|Debsub1|63200	3825	1577	4145	1907	2202	3012	183	503	380	778	1176	568
jgi.p|Debsub1|63202	839	393	728	328	396	595	14	41	34	196	463	89
jgi.p|Debsub1|63209	2733	1331	2627	1611	1918	3144	119	185	255	1169	2148	766
jgi.p|Debsub1|63214	1033	489	923	738	760	778	29	31	52	367	737	449
jgi.p|Debsub1|63239	203	111	90	59	68	84	2	4	12	66	114	9
jgi.p|Debsub1|63749	526	242	475	396	444	456	14	19	28	147	437	115
jgi.p|Debsub1|63887	749	305	975	581	563	522	40	134	46	355	546	489
jgi.p|Debsub1|63890	8	1	10	2	8	10	2	0	1	7	3	7
jgi.p|Debsub1|63902	637	331	395	297	327	441	6	15	18	144	377	55
jgi.p|Debsub1|63912	9409	5355	10848	9001	9943	14071	406	657	905	3304	9250	4099
jgi.p|Debsub1|63921	489	256	590	255	287	346	34	49	92	134	308	160
jgi.p|Debsub1|63933	2	0	3	0	2	0	1	0	0	2	1	1
jgi.p|Debsub1|63955	780	342	783	456	458	678	91	162	229	276	480	273
jgi.p|Debsub1|63960	2509	1025	1127	783	958	1601	30	53	141	937	1736	240
jgi.p|Debsub1|63965	4662	2223	5837	2683	3183	4115	901	1972	2030	2012	3334	2014
jgi.p|Debsub1|64215	1397	671	1888	1246	1504	1901	108	142	224	1171	2203	1082
jgi.p|Debsub1|64257	673	347	777	622	889	1011	175	120	314	424	1003	483
jgi.p|Debsub1|64653	23	5	10	3	10	23	0	0	0	3	23	0
jgi.p|Debsub1|64732	192	79	173	82	105	168	5	21	27	135	123	51
jgi.p|Debsub1|64739	1656	978	1810	1154	1381	1705	214	186	241	623	2027	1333
jgi.p|Debsub1|64815	20	9	12	23	23	24	1	1	0	10	8	7
jgi.p|Debsub1|64818	142	87	106	100	126	210	3	8	13	33	72	33
jgi.p|Debsub1|64825	1512	763	1553	1430	1541	1744	40	40	76	652	1809	667
jgi.p|Debsub1|64837	137	88	131	150	166	263	23	15	42	132	202	141
jgi.p|Debsub1|64844	204	97	150	224	223	373	6	6	21	230	297	95
jgi.p|Debsub1|64852	81	39	78	74	87	123	6	6	10	39	72	43
jgi.p|Debsub1|64854	172	76	145	205	198	267	13	6	22	119	241	188
jgi.p|Debsub1|64855	96	51	125	115	149	215	42	33	106	87	183	104
jgi.p|Debsub1|64882	89	52	66	73	56	119	1	0	9	35	68	15
jgi.p|Debsub1|64894	718	387	772	1049	1051	1528	48	39	70	445	878	650
jgi.p|Debsub1|64922	1	1	3	6	7	8	0	3	0	11	28	17
jgi.p|Debsub1|64923	12	4	22	31	47	47	137	142	169	476	701	760
jgi.p|Debsub1|64924	19	10	26	42	49	65	184	194	302	354	604	394
jgi.p|Debsub1|64930	129	63	70	30	49	89	4	2	9	33	100	19
jgi.p|Debsub1|64931	672	414	431	511	544	911	10	13	34	180	396	92
jgi.p|Debsub1|64932	384	209	407	279	324	436	43	27	85	101	238	137
jgi.p|Debsub1|64933	90	43	107	82	108	107	5	16	21	50	83	35
jgi.p|Debsub1|64936	802	428	1032	623	833	1089	185	224	307	696	1075	838
jgi.p|Debsub1|64938	729	398	489	254	367	517	13	30	35	324	554	112
jgi.p|Debsub1|64998	166	75	150	113	137	183	2	3	8	77	188	87
jgi.p|Debsub1|65000	1016	547	1289	673	746	985	86	99	189	389	931	663
jgi.p|Debsub1|65001	1540	668	1785	352	407	411	66	137	131	304	720	475
jgi.p|Debsub1|65003	257	138	321	226	225	356	5	45	21	97	220	58
jgi.p|Debsub1|65004	87	40	105	93	107	150	13	20	25	52	99	59
jgi.p|Debsub1|65005	182	70	157	103	170	205	14	10	24	76	167	136
jgi.p|Debsub1|65026	3124	1503	4110	2257	2820	3489	2588	1454	4231	1558	2848	2708
jgi.p|Debsub1|65032	2863	1890	4408	844	1157	973	302	269	712	211	331	369
jgi.p|Debsub1|65086	2190	1065	1924	1290	1606	2526	58	95	127	968	1924	530
jgi.p|Debsub1|65087	907	477	1132	451	440	752	62	80	113	243	500	382
jgi.p|Debsub1|65094	660	281	987	350	412	557	140	320	355	383	413	348
jgi.p|Debsub1|65314	1737	862	961	740	924	1051	25	29	61	412	1146	362
jgi.p|Debsub1|65316	522	298	623	410	524	669	161	165	272	230	475	436
jgi.p|Debsub1|65330	4473	2248	5685	3066	3852	4764	204	374	496	2151	4415	1821
jgi.p|Debsub1|65331	725	386	514	447	547	772	31	32	28	291	668	185
jgi.p|Debsub1|65336	344	135	191	144	173	269	3	11	23	71	231	38
jgi.p|Debsub1|656	394	200	356	242	306	401	14	19	19	173	369	139
jgi.p|Debsub1|65805	549	235	216	156	202	251	8	17	35	114	252	30
jgi.p|Debsub1|65808	711	374	852	557	622	799	72	132	133	370	744	391
jgi.p|Debsub1|65822	886	438	491	267	318	493	32	20	70	180	410	83
jgi.p|Debsub1|65825	826	395	831	380	465	631	22	38	40	318	532	298
jgi.p|Debsub1|65826	619	269	618	361	444	489	53	63	49	253	540	216
jgi.p|Debsub1|65854	2999	1494	4021	2650	2844	3700	1064	1467	1770	1743	3400	3099
jgi.p|Debsub1|66058	1002	526	1164	804	898	1083	24	50	73	460	802	269
jgi.p|Debsub1|66099	8004	3868	10665	5540	5993	6812	3430	3574	4841	3612	6420	8426
jgi.p|Debsub1|66100	1217	623	1209	742	917	1066	83	163	161	639	1097	548
jgi.p|Debsub1|66110	1986	1011	1681	1338	1496	1528	56	25	81	471	1349	479
jgi.p|Debsub1|66114	7627	3602	10071	4621	5449	6012	1001	3316	1362	4122	5611	5437
jgi.p|Debsub1|66116	11711	5841	15286	8953	10447	12100	1772	2390	3304	5539	11797	9828
jgi.p|Debsub1|66125	3925	1816	4096	2646	2769	3701	102	229	162	1034	1813	721
jgi.p|Debsub1|66126	1457	778	1483	1352	1513	2166	69	177	155	545	1313	718
jgi.p|Debsub1|66154	1339	715	1177	1075	1206	1231	25	38	64	452	1064	270
jgi.p|Debsub1|66376	460	227	346	244	268	334	5	16	10	135	271	47
jgi.p|Debsub1|66381	972	530	1064	915	1039	887	32	72	93	592	1037	469
jgi.p|Debsub1|66469	1115	515	1181	718	912	1216	60	52	91	412	782	184
jgi.p|Debsub1|66546	202	89	136	64	104	150	5	6	7	73	116	13
jgi.p|Debsub1|66729	3321	1718	4091	2249	2553	3310	807	570	1555	1285	2526	1833
jgi.p|Debsub1|66731	12808	6075	14281	7695	8695	13238	577	766	1354	4147	6695	4057
jgi.p|Debsub1|66732	120	63	75	91	125	186	9	0	15	50	102	23
jgi.p|Debsub1|66816	518	231	615	261	346	374	23	81	50	124	271	205
jgi.p|Debsub1|66817	65	30	101	61	57	63	3	4	14	28	86	49
jgi.p|Debsub1|66841	1196	613	1095	758	770	944	43	55	85	319	750	314
jgi.p|Debsub1|66873	2653	1221	3204	1966	2078	3143	434	551	823	1161	2174	1585
jgi.p|Debsub1|66874	597	282	584	442	533	744	23	26	55	254	477	133
jgi.p|Debsub1|67031	1927	945	1416	1108	1263	1446	109	96	197	834	1638	629
jgi.p|Debsub1|67032	964	458	1272	823	898	999	216	307	346	639	1084	1039
jgi.p|Debsub1|67033	10532	4952	7595	4617	5878	9937	361	384	843	3917	7453	2124
jgi.p|Debsub1|67041	650	323	560	380	460	477	4	30	25	203	530	140
jgi.p|Debsub1|67042	1289	599	1402	791	1035	1622	311	312	657	727	1072	525
jgi.p|Debsub1|67053	2131	917	2919	1261	1465	1465	999	1011	1463	1223	1869	2741
jgi.p|Debsub1|67092	2563	1298	2393	1918	1991	2628	48	126	143	981	2419	508
jgi.p|Debsub1|67124	1262	671	1446	761	815	1026	77	120	132	532	1108	494
jgi.p|Debsub1|67142	5	3	1	8	4	5	0	2	0	0	3	3
jgi.p|Debsub1|67145	3170	1584	3051	2235	2697	3043	78	85	140	1551	3479	1222
jgi.p|Debsub1|67148	1476	761	2150	1342	1550	1955	733	453	1091	548	1353	1373
jgi.p|Debsub1|67150	825	464	797	609	658	845	21	33	41	233	596	207
jgi.p|Debsub1|672	556	314	680	568	661	899	233	180	381	319	641	607
jgi.p|Debsub1|67228	500	233	336	107	169	250	11	24	27	107	257	73
jgi.p|Debsub1|67245	1243	539	1905	962	988	1206	989	538	1512	342	1023	950
jgi.p|Debsub1|67249	761	350	624	432	435	660	4	16	16	230	469	107
jgi.p|Debsub1|675	1332	662	686	561	625	582	47	30	71	216	648	287
jgi.p|Debsub1|67612	363	154	484	182	281	243	37	75	78	212	301	274
jgi.p|Debsub1|67621	834	414	635	463	641	996	14	43	63	349	729	111
jgi.p|Debsub1|67655	770	419	626	640	729	960	21	27	72	314	720	196
jgi.p|Debsub1|67789	1167	575	1093	748	724	1146	36	85	112	382	734	163
jgi.p|Debsub1|67827	2972	1494	3120	1543	1429	2091	45	71	98	816	2009	889
jgi.p|Debsub1|679	983	539	1163	736	819	1115	38	128	145	331	713	319
jgi.p|Debsub1|67932	1297	594	1126	569	719	1119	81	135	273	483	765	294
jgi.p|Debsub1|682	247	124	180	154	223	339	38	40	81	111	225	72
jgi.p|Debsub1|68252	2646	1467	2978	2413	2617	3353	182	240	397	1264	2816	2004
jgi.p|Debsub1|68375	616	297	512	300	375	540	17	23	51	235	453	105
jgi.p|Debsub1|68383	73	41	131	50	79	88	32	34	74	114	172	126
jgi.p|Debsub1|68442	279	113	332	264	261	332	98	166	222	104	294	241
jgi.p|Debsub1|68619	18186	7908	24889	11031	10840	13595	3065	4986	4674	8935	13512	16093
jgi.p|Debsub1|68648	3524	1800	4785	2596	3082	3570	293	620	548	1911	3486	2508
jgi.p|Debsub1|68660	10	15	19	17	27	26	1	6	2	19	15	9
jgi.p|Debsub1|68675	852	466	1087	919	1125	1325	198	183	420	668	1425	1471
jgi.p|Debsub1|68679	564	315	491	326	539	690	39	45	87	334	544	216
jgi.p|Debsub1|68950	23911	10387	11545	4669	3628	8328	66	97	154	228	514	109
jgi.p|Debsub1|69006	458	235	324	241	319	479	25	13	44	290	487	136
jgi.p|Debsub1|69011	6126	2764	8918	4138	4812	5134	9437	5832	14439	5183	5828	12686
jgi.p|Debsub1|69013	2460	1273	1891	1276	1374	1585	24	49	57	421	1123	139
jgi.p|Debsub1|69171	786	402	941	402	507	592	64	103	151	508	1019	756
jgi.p|Debsub1|69325	22397	11076	26423	14883	16808	21672	1219	2813	2463	6993	14437	6451
jgi.p|Debsub1|69602	2998	1545	2362	1905	2083	2873	105	121	192	1020	2557	1044
jgi.p|Debsub1|70247	1214	561	803	417	466	618	14	20	32	316	504	68
jgi.p|Debsub1|70277	3069	1412	3472	2131	2390	2906	261	300	588	1367	2666	2019
jgi.p|Debsub1|70283	1341	659	1214	773	955	1165	45	76	97	442	941	340
jgi.p|Debsub1|70285	1618	714	1603	789	1035	1113	126	221	204	965	1173	1313
jgi.p|Debsub1|70344	1097	601	1329	897	1033	1321	162	157	217	598	1358	865
jgi.p|Debsub1|70350	1154	504	1356	509	619	629	93	119	151	432	809	657
jgi.p|Debsub1|70354	3061	1553	2611	1195	1577	1888	140	107	279	1030	2409	1324
jgi.p|Debsub1|70366	1087	482	912	582	580	789	61	51	156	174	375	282
jgi.p|Debsub1|70374	747	403	679	403	629	720	178	85	344	444	915	682
jgi.p|Debsub1|70885	273	126	244	159	222	284	71	59	155	177	321	190
jgi.p|Debsub1|70897	6831	3582	8090	5466	6159	7814	2857	1449	4201	2256	4563	5000
jgi.p|Debsub1|70901	722	371	754	595	559	610	34	33	23	346	561	305
jgi.p|Debsub1|70902	6884	3414	8152	4078	5447	6231	533	752	1017	3969	7173	4991
jgi.p|Debsub1|70906	426	230	407	366	382	374	4	25	18	167	336	112
jgi.p|Debsub1|70968	2183	1080	2106	979	1417	1607	319	287	526	928	1766	1239
jgi.p|Debsub1|71016	626	331	631	411	505	591	25	43	57	244	578	210
jgi.p|Debsub1|71355	727	326	727	472	518	606	126	163	164	482	698	815
jgi.p|Debsub1|71357	1539	832	1708	1035	1293	1595	103	162	182	656	1344	686
jgi.p|Debsub1|71371	2012	1144	2253	1459	1862	2239	131	206	305	966	2219	1099
jgi.p|Debsub1|71408	443	227	362	275	284	391	22	24	52	140	280	63
jgi.p|Debsub1|71415	1215	610	1086	782	936	1225	41	52	96	346	1095	372
jgi.p|Debsub1|71418	1946	987	1680	1295	1443	1734	67	126	111	669	1691	776
jgi.p|Debsub1|71422	196	114	166	76	86	95	17	18	41	73	118	98
jgi.p|Debsub1|71429	754	380	1124	779	785	985	51	78	69	403	731	515
jgi.p|Debsub1|71430	606	301	427	294	325	355	8	17	30	203	357	91
jgi.p|Debsub1|71444	15367	7697	19023	14411	17335	19377	706	1739	1263	7580	15671	9144
jgi.p|Debsub1|71458	4429	2314	4927	2783	3834	4831	1289	977	2305	1932	3345	2367
jgi.p|Debsub1|71460	1095	514	995	687	785	1082	107	189	177	527	882	554
jgi.p|Debsub1|71695	2548	1280	2613	1671	2086	2641	210	267	364	1482	2645	1746
jgi.p|Debsub1|71745	1016	430	632	510	602	620	23	25	23	220	529	118
jgi.p|Debsub1|71850	1505	759	923	893	875	1186	51	39	121	428	979	210
jgi.p|Debsub1|71890	1569	864	1121	852	819	1150	24	39	64	376	947	99
jgi.p|Debsub1|71901	923	455	1101	579	823	1210	249	315	660	495	785	532
jgi.p|Debsub1|71902	3227	1602	2615	1625	1802	2038	76	82	145	718	1861	408
jgi.p|Debsub1|71904	1072	521	1251	753	858	1200	49	77	148	455	1060	516
jgi.p|Debsub1|71910	12641	6557	14090	7660	7704	10802	269	536	393	3219	7472	3266
jgi.p|Debsub1|71916	1017	494	935	537	639	1077	51	110	102	348	714	171
jgi.p|Debsub1|71924	2830	1279	2947	2066	2169	2995	136	257	228	1210	2307	1323
jgi.p|Debsub1|72055	591	251	335	307	409	603	14	14	24	209	457	62
jgi.p|Debsub1|7220	1491	842	1143	1050	981	1032	28	25	55	328	878	235
jgi.p|Debsub1|7234	3130	1631	2851	2168	2450	2981	227	180	325	1259	3174	1636
jgi.p|Debsub1|7258	2417	1282	1943	1472	1536	2316	48	107	125	735	1581	524
jgi.p|Debsub1|72690	769	451	784	624	706	951	48	55	68	228	728	223
jgi.p|Debsub1|7270	774	380	870	418	486	650	105	209	298	446	553	492
jgi.p|Debsub1|72782	1032	448	1013	612	702	966	59	86	127	471	869	457
jgi.p|Debsub1|72820	5682	2745	7082	4674	5229	6693	1460	2021	2616	3171	6096	6260
jgi.p|Debsub1|7287	179	62	78	64	64	112	7	14	28	54	101	15
jgi.p|Debsub1|72931	3645	1691	4339	1276	1502	1779	1436	827	2572	1069	1807	2882
jgi.p|Debsub1|72935	462	204	441	207	233	358	18	13	20	191	288	127
jgi.p|Debsub1|72937	1060	575	1285	839	1061	1267	123	148	219	552	1047	701
jgi.p|Debsub1|7297	1246	530	840	466	751	1718	134	140	398	921	944	206
jgi.p|Debsub1|72977	3493	1603	4723	2612	2879	2815	333	1045	579	2305	3079	2197
jgi.p|Debsub1|72979	4133	2218	5025	3158	3392	4133	450	408	815	1458	3451	2815
jgi.p|Debsub1|72982	1606	652	1145	530	548	550	23	21	26	339	706	241
jgi.p|Debsub1|72985	3925	1852	4747	2548	3071	3595	220	477	420	1771	3247	2032
jgi.p|Debsub1|7300	3	6	9	7	11	7	3	3	0	3	6	3
jgi.p|Debsub1|73045	2673	1199	2640	1320	1683	1634	124	102	258	1581	2364	1067
jgi.p|Debsub1|7331	5293	2817	5806	4461	4769	5960	134	367	277	2105	4902	2336
jgi.p|Debsub1|73457	421	194	447	316	287	416	156	170	299	168	333	321
jgi.p|Debsub1|7350	810	372	341	314	383	512	15	36	34	243	582	132
jgi.p|Debsub1|7351	1108	547	1369	872	1027	1137	107	156	172	502	1056	775
jgi.p|Debsub1|7354	2294	1121	1524	1190	1223	1735	39	57	134	523	959	154
jgi.p|Debsub1|73570	2205	983	1975	756	1058	933	65	180	115	716	1163	588
jgi.p|Debsub1|7359	300	125	358	231	235	248	119	107	274	502	932	1011
jgi.p|Debsub1|7362	675	227	698	297	368	385	190	241	290	482	609	659
